,X,Y
0,-5.0,1.430546916110211
1,-4.93,1.4485071243794487
2,-4.859999999999999,1.4591669615629903
3,-4.789999999999999,1.4625554829080343
4,-4.719999999999999,1.4587370628294862
5,-4.649999999999999,1.4478106859896633
6,-4.579999999999998,1.4299090766199802
7,-4.509999999999998,1.4051976721541177
8,-4.439999999999998,1.3738734479377328
9,-4.369999999999997,1.3361636004344242
10,-4.299999999999997,1.2923240969586585
11,-4.229999999999997,1.2426381005311762
12,-4.159999999999997,1.1874142789688034
13,-4.089999999999996,1.126985007786562
14,-4.019999999999996,1.0617044769038242
15,-3.9499999999999957,0.9919467115064965
16,-3.8799999999999955,0.9181035177227321
17,-3.809999999999995,0.8405823640195074
18,-3.739999999999995,0.7598042094210142
19,-3.6699999999999946,0.6762012897868526
20,-3.5999999999999943,0.5902148734684203
21,-3.529999999999994,0.5022929976859524
22,-3.4599999999999937,0.4128881969368302
23,-3.3899999999999935,0.3224552346588761
24,-3.319999999999993,0.23144884923138598
25,-3.249999999999993,0.14032152520293906
26,-3.1799999999999926,0.049521300390087564
27,-3.1099999999999923,-0.04051038080335041
28,-3.039999999999992,-0.12934075783850937
29,-2.9699999999999918,-0.2165477786444051
30,-2.8999999999999915,-0.30172204918070733
31,-2.829999999999991,-0.3844686992396867
32,-2.759999999999991,-0.4644091562743757
33,-2.6899999999999906,-0.5411828195822942
34,-2.6199999999999903,-0.6144486277479634
35,-2.54999999999999,-0.6838865128496993
36,-2.4799999999999898,-0.7491987355635719
37,-2.4099999999999895,-0.8101110959465841
38,-2.339999999999989,-0.8663740153486393
39,-2.269999999999989,-0.9177634855852497
40,-2.1999999999999886,-0.964081882196687
41,-2.1299999999999883,-1.0051586393208538
42,-2.059999999999988,-1.0408507844130406
43,-1.9899999999999878,-1.071043331752421
44,-1.9199999999999875,-1.095649534379143
45,-1.8499999999999872,-1.1146109948037988
46,-1.779999999999987,-1.1278976355195152
47,-1.7099999999999866,-1.1355075310226614
48,-1.6399999999999864,-1.1374666037080277
49,-1.569999999999986,-1.133828186645249
50,-1.4999999999999858,-1.1246724568622806
51,-1.4299999999999855,-1.1101057433561015
52,-1.3599999999999852,-1.0902597146178965
53,-1.289999999999985,-1.06529045099723
54,-1.2199999999999847,-1.0353774077349467
55,-1.1499999999999844,-1.0007222749655034
56,-1.079999999999984,-0.9615477414243249
57,-1.0099999999999838,-0.918096168992764
58,-0.9399999999999835,-0.8706281855708722
59,-0.8699999999999832,-0.8194212040851087
60,-0.799999999999983,-0.764767875713235
61,-0.7299999999999827,-0.7069744856410879
62,-0.6599999999999824,-0.64635929985501
63,-0.5899999999999821,-0.5832508716190269
64,-0.5199999999999818,-0.5179863163871481
65,-0.4499999999999815,-0.4509095639584362
66,-0.37999999999998124,-0.3823695966959451
67,-0.30999999999998096,-0.31271868260069735
68,-0.23999999999998067,-0.24231061195917805
69,-0.1699999999999804,-0.17149894616820238
70,-0.0999999999999801,-0.10063528718549912
71,-0.02999999999997982,-0.03006757585915308
72,0.040000000000020464,0.03986157284442781
73,0.11000000000002075,0.10881648996454574
74,0.18000000000002103,0.17647002057793768
75,0.2500000000000213,0.24250503263214174
76,0.3200000000000216,0.3066158598437796
77,0.3900000000000219,0.36850967232326254
78,0.46000000000002217,0.42790776901229627
79,0.5300000000000225,0.48454678646968447
80,0.6000000000000227,0.5381798190118362
81,0.670000000000023,0.5885774457045259
82,0.7400000000000233,0.6355286602092092
83,0.8100000000000236,0.6788417000079032
84,0.8800000000000239,0.718344772062581
85,0.9500000000000242,0.753886672505484
86,1.0200000000000244,0.7853372985029644
87,1.0900000000000247,0.8125880509847068
88,1.160000000000025,0.8355521274797044
89,1.2300000000000253,0.8541647048474984
90,1.3000000000000256,0.8683830122352505
91,1.3700000000000259,0.8781862951256407
92,1.4400000000000261,0.8835756718647968
93,1.5100000000000264,0.8845738845710368
94,1.5800000000000267,0.8812249468217648
95,1.650000000000027,0.8735936909951312
96,1.7200000000000273,0.8617652186029136
97,1.7900000000000276,0.8458442573894263
98,1.8600000000000279,0.8259544293862502
99,1.9300000000000281,0.8022374345023845
100,2.0000000000000284,0.7748521545924508
101,2.0700000000000287,0.743973683280333
102,2.140000000000029,0.7097922871207955
103,2.2100000000000293,0.6725123039560149
104,2.2800000000000296,0.6323509845665903
105,2.35000000000003,0.5895372839266204
106,2.42000000000003,0.5443106085492019
107,2.4900000000000304,0.4969195265516904
108,2.5600000000000307,0.44762044717898186
109,2.630000000000031,0.3966762765977264
110,2.7000000000000313,0.3443550568148329
111,2.7700000000000315,0.29092859458000864
112,2.840000000000032,0.23667108710477786
113,2.910000000000032,0.18185775136993018
114,2.9800000000000324,0.1267634637003379
115,3.0500000000000327,0.0716614161613655
116,3.120000000000033,0.016821796175639572
117,3.1900000000000333,-0.03748950442613996
118,3.2600000000000335,-0.09101214492015353
119,3.330000000000034,-0.14349255001050573
120,3.400000000000034,-0.19468507746275895
121,3.4700000000000344,-0.24435313384639573
122,3.5400000000000347,-0.29227023349496506
123,3.610000000000035,-0.3382209961254811
124,3.6800000000000352,-0.3820020789100951
125,3.7500000000000355,-0.4234230391612197
126,3.820000000000036,-0.4623071241741622
127,3.890000000000036,-0.4984919851668735
128,3.9600000000000364,-0.5318303126625711
129,4.030000000000037,-0.5621903910756257
130,4.100000000000037,-0.5894565706821027
131,4.170000000000037,-0.6135296555815622
132,4.2400000000000375,-0.6343272066840497
133,4.310000000000038,-0.6517837591834857
134,4.380000000000038,-0.6658509544038533
135,4.450000000000038,-0.676497586325563
136,4.520000000000039,-0.6837095635141858
137,4.590000000000039,-0.6874897875803784
138,4.660000000000039,-0.6878579496964053
